,ID,doc,Тип документу,Зразок,Замовник,Виробник,Густина кг/м3,ОЧД,ОЧМ,Фракція_70,Фракція_100,Фракція_150,10%,50%,90%,Кінець кипіння,Залишок після випаровування,ДНП,Індукційний період,Фактичні смоли,Сірка,Олефінові вуглеводні,Ароматичні вуглеводні,Бензол,Кисневмісні: метанол,Кисневмісні: етанол,Кисневмісні: ізопропіловий спирт,Кисневмісні: ізобутиловий спирт,Кисневмісні: третбутиловий, Кисневмісні: етери
0,1035/19,D:\Margo\python\protocols\Protocol_0.docx,ПАСПОРТ,бензин автомобільний довготривалого зберігання А-80-ДЗ,-1,"постачальник: ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5","751,1","84,0","78,8",na,na,na,"64,0","101,5","154,0","192,5","1,0","45,6",,"1,0","3,4","1,988","34,6","0,925",відсутність,na,відсутність,відсутність,відсутність,відсутність
1,1041/19,D:\Margo\python\protocols\Protocol_1.docx,ПРОТОКОЛ,бензин автомобільний А-95-Євро5-Е5,"ТОВ «СКАЙТОРГ», 49000, Дніпропетровська область, місто Дніпро, вулиця Староказацька, будинок 40 Б, офіс 4, код ЄДРПОУ 38954216",ТОВ «Укргазвидобування»,na,"95,7","85,0",na,na,na,na,na,na,-,na,"61,1",na,na,"5,2","11,162","33,6","0,528","<0,17","<0,17","<0,17","<0,17","<0,17","4,0"
2,1140/19,D:\Margo\python\protocols\Protocol_10.docx,ПРОТОКОЛ,бензин автомобільний Shebel-А-95-Євро5-Е5,"Акціонерне товариство «Укргазвидобування», 04053, м. Київ, вул. Кудрявська,26/28, код ЄДРПОУ 30019775","УПГГК Шебелинське відділення з переробки газового конденсату та нафти, розташоване с. Андріївка, Балакліївського района Харківської області., вул. Першотравнева,141","741,2",na,na,na,na,na,na,na,na,na,na,na,ДСТУ 8737:2017,na,na,na,na,na,na,na,na,na,na,na
3,1681/19,D:\Margo\python\protocols\Protocol_100.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,767",na,"0,858","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
4,1682/19,D:\Margo\python\protocols\Protocol_101.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,746",na,"0,912","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
5,1689/19,D:\Margo\python\protocols\Protocol_102.docx,ПРОТОКОЛ,бензин автомобільний Shebel-А-92-Євро5-Е5,"ТОВ «ЗОГ-РІТЕЙЛ», юридична адреса: 69001, м. Запоріжжя, бул. Шевченка, буд. 28, код ЄДРПОУ 41224168.","АТ «Укргазвидобування», УПГГК «Шебелинське відділення з переробки газового конденсату і нафти»",na,na,"84,6",na,na,na,na,na,na,na,na,"60,3",na,na,"5,1",na,"33,454",na,na,na,na,na,na,na
6,1692/19,D:\Margo\python\protocols\Protocol_103.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","731,1","85,1","79,8","32,5","58,0","89,0",na,na,na,"197,5","1,0","64,7",,1,"7,6","1,940","26,649",na,"(< 0,17(відсутність)",na,"(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","< 0,17(відсутність)"
7,1723/19,D:\Margo\python\protocols\Protocol_104.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","729,4","84,0","79,6","32,0","61,0","90,5",na,na,na,"197,5","1,1","58,8",,1,"6,9","1,971","26,059","0,942","(< 0,17(відсутність)",na,"(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","< 0,17(відсутність)"
8,1724/19,D:\Margo\python\protocols\Protocol_105.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","730,3","84,6","80,2","32,5","61,0","89,5",na,na,na,"196,5","1,2","67,7",,1,"5,3","2,188","26,705","0,940","(< 0,17(відсутність)",na,"(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","< 0,17(відсутність)"
9,1725/19,D:\Margo\python\protocols\Protocol_106.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","736,8","84,7","80,0","29,5","56,5","89,0",na,na,na,"196,5","1,1","63,3",,1,"6,6","1,777","29,564","0,903","(< 0,17(відсутність)",na,"(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","< 0,17(відсутність)"
10,1726/19,D:\Margo\python\protocols\Protocol_107.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","734,3","85,2","80,4","30,5","58,5","89,0",na,na,na,"198,5","1,0","64,7",,1,"5,8","1,939","28,349","0,928","(< 0,17(відсутність)",na,"(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","< 0,17(відсутність)"
11,1730/19,D:\Margo\python\protocols\Protocol_108.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","733,3","85,0","80,2","32,5","57,5","89,0",na,na,na,"199,0","1,1","62,8",,1,"6,2","2,395","28,527","0,758","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
12,1742/19,D:\Margo\python\protocols\Protocol_109.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,886",na,"0,787","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
13,1147/19,D:\Margo\python\protocols\Protocol_11.docx,ПРОТОКОЛ,бензин автомобільний Shebel-А-92-Євро5-Е5,"Акціонерне товариство «Укргазвидобування», 04053, м. Київ, вул. Кудрявська,26/28, код ЄДРПОУ 30019775","УПГГК Шебелинське відділення з переробки газового конденсату та нафти, розташоване с. Андріївка, Балакліївського района Харківської області., вул. Першотравнева,141","737,8",na,na,na,na,na,na,na,na,na,na,na,ДСТУ 8737:2017,na,na,na,na,na,na,na,na,na,na,na
14,1743/19,D:\Margo\python\protocols\Protocol_110.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,886",na,"0,735","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
15,1752/19,D:\Margo\python\protocols\Protocol_111.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","732,2","85,2","80,5","33,5","59,5","89,0",na,na,na,"195,5","1,1","66,7",,1,"5,2","1,209","29,035","0,760","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
16,1753/19,D:\Margo\python\protocols\Protocol_112.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","731,7","85,2","80,2","34,5","59,0","89,0",na,na,na,"191,0","1,0","62,8",,1,"5,0","0,866","29,308","0,664","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
17,1761/19,D:\Margo\python\protocols\Protocol_113.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","734,9","84,6","80,6","29,0","56,0","89,0",na,na,na,"189,0","1,1","56,9",,1,"6,4","0,980","29,960","0,622","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
18,1766/19,D:\Margo\python\protocols\Protocol_114.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,841",na,"0,727","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
19,1767/19,D:\Margo\python\protocols\Protocol_115.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,867",na,"0,724","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
20,1772/19,D:\Margo\python\protocols\Protocol_116.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","739,9","85,4","80,6","28,0","52,0","89,0",na,na,na,"192,0","1,0","62,8",,1,"6,4","0,946","32,520","0,652","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
21,1775/19,D:\Margo\python\protocols\Protocol_117.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 21,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","745,6","90,2","82,0","27,5","49,0","85,0",na,na,na,"200,0","1,2","68,65",,1,"7,1","4,91","34,16","0,86","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
22,1776/19,D:\Margo\python\protocols\Protocol_118.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 22,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","737,8","88,9","82,2","32,5","55,5","89,5",na,na,na,"192,0","1,1","63,3",,1,"3,7","0,855","32,575","0,721","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
23,1777/19,D:\Margo\python\protocols\Protocol_119.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","740,1","87,0","81,3","27,5","52,5","88,0",na,na,na,"194,0","1,1","62,3",,1,"6,6","0,987","32,732","0,664","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
24,1148/19,D:\Margo\python\protocols\Protocol_12.docx,ПРОТОКОЛ,бензин автомобільний Shebel-А-95-Євро5-Е5,"Акціонерне товариство «Укргазвидобування», 04053, м. Київ, вул. Кудрявська,26/28, код ЄДРПОУ 30019775","УПГГК Шебелинське відділення з переробки газового конденсату та нафти, розташоване с. Андріївка, Балакліївського района Харківської області., вул. Першотравнева,141","741,3",na,na,na,na,na,na,na,na,na,na,na,ДСТУ 8737:2017,na,na,na,na,na,na,na,na,na,na,na
25,1778/19,D:\Margo\python\protocols\Protocol_120.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","739,3","88,2","82,2","29,5","54,0","88,5",na,na,na,"193,0","0,9","67,7",,1,"5,5","0,951","33,061","0,733","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
26,1779/19,D:\Margo\python\protocols\Protocol_121.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","741,3","88,4","82,2","29,0","52,5","88,5",na,na,na,"194,0","1,1","64,7",,1,"5,5","0,951","33,828","0,807","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
27,1785/19,D:\Margo\python\protocols\Protocol_122.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 14,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","745,7","88,1","80,8","27,5","48,0","86,5",na,na,na,"206,5","1,0","69,1",,1,"8,0","4,914","33,332","0,850","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
28,1786/19,D:\Margo\python\protocols\Protocol_123.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 31,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","748,8","89,0","81,7","25,5","47,5","85,5",na,na,na,"202,5","1,1","64,2",,1,"7,6","4,545","34,495","0,806","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
29,1794/19,D:\Margo\python\protocols\Protocol_124.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","740,9","87,7","81,8","30,0","54,0","89,0",na,na,na,"192,0","1,0","68,7",,1,"5,3","1,076","33,720","0,787","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
30,1797/19,D:\Margo\python\protocols\Protocol_125.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 426),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,800",na,"0,910","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
31,1806/19,D:\Margo\python\protocols\Protocol_126.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 428),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,761",na,"0,755","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
32,1805/19,D:\Margo\python\protocols\Protocol_127.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 427),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,129",na,"0,807","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
33,1808/19,D:\Margo\python\protocols\Protocol_128.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 430),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"1,205",na,"0,733","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
34,1809/19,D:\Margo\python\protocols\Protocol_129.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 431),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"2,399",na,"0,739","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
35,1151/19,D:\Margo\python\protocols\Protocol_13.docx,ПРОТОКОЛ,бензин автомобільний Shebel-А-92-Євро5-Е5,"Акціонерне товариство «Укргазвидобування», 04053, м. Київ, вул. Кудрявська,26/28, код ЄДРПОУ 30019775","УПГГК Шебелинське відділення з переробки газового конденсату та нафти, розташоване с. Андріївка, Балакліївського района Харківської області., вул. Першотравнева,141","737,8",na,na,na,na,na,na,na,na,na,na,na,ДСТУ 8737:2017,na,na,na,na,na,na,na,na,na,na,na
36,1812/19,D:\Margo\python\protocols\Protocol_130.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","741,3","88,9","81,9","30,0","53,0","88,5",na,na,na,"191,0","1,0","68,7",,1,"4,4","1,090","34,993","0,831","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
37,1818/19,D:\Margo\python\protocols\Protocol_131.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","744,7","87,9","82,0","28,0","50,0","87,0",na,na,na,"190,0","1,0","67,7",,1,"5,6","1,209",na,na,"< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
38,1820/19,D:\Margo\python\protocols\Protocol_132.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 434),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,849",na,"0,806","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
39,1821/19,D:\Margo\python\protocols\Protocol_133.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 435),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,"1,820",na,na,na,na,na,na,na,na
40,1822/19,D:\Margo\python\protocols\Protocol_134.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 436),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,900",na,"0,837","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
41,1827/19,D:\Margo\python\protocols\Protocol_135.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, офіс 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","748,6","90,0","81,9","24,5","46,0","83,0",na,na,na,"201,5","1,0","69,9",,1,"8,1","4,621","34,956","0,951","< 0,17 (Відсутність)",na,"< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)","< 0,17 (Відсутність)"
42,1842/19,D:\Margo\python\protocols\Protocol_136.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 439),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,569",na,"0,803","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
43,1843/19,D:\Margo\python\protocols\Protocol_137.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 439),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,752",na,"0,910","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
44,1844/19,D:\Margo\python\protocols\Protocol_138.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 441),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"4,768",na,"0,902","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
45,1845/19,D:\Margo\python\protocols\Protocol_139.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ (проба № 442),"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"< 0,17(відсутність)",na,na,na,na,na,"0,953",na,"0,638","< 0,17(відсутність)",na,"< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)","< 0,17(відсутність)"
46,1152/19,D:\Margo\python\protocols\Protocol_14.docx,ПРОТОКОЛ,бензин автомобільний Shebel-А-95-Євро5-Е5,"Акціонерне товариство «Укргазвидобування», 04053, м. Київ, вул. Кудрявська,26/28, код ЄДРПОУ 30019775","УПГГК Шебелинське відділення з переробки газового конденсату та нафти, розташоване с. Андріївка, Балакліївського района Харківської області., вул. Першотравнева,141","740,5",na,na,na,na,na,na,na,na,na,na,na,ДСТУ 8737:2017,na,na,na,na,na,na,na,na,na,na,na
